"scientificName","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","ClimateZone","param_count_before","param_count_after","PFT","AccSpeciesName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","taxonRank","family","taxonID","references","source"
"Psychotria cyathicalyx","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Psychotria cyathicalyx","Accepted",FALSE,"E.M.A.Petit","Psychotria","species","Rubiaceae","wfo-0000285528","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:761843-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Psychotria fractinervata","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Psychotria fractinervata","Accepted",FALSE,"E.M.A.Petit","Psychotria","species","Rubiaceae","wfo-0000285831","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:762073-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Psychotria petiginosa","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Psychotria petiginosa","Accepted",FALSE,"Brenan","Psychotria","species","Rubiaceae","wfo-0000287097","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:763000-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Psydrax arnoldianus","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Psydrax arnoldiana","Accepted",FALSE,"(De Wild. & T.Durand) Bridson","Psydrax","species","Rubiaceae","wfo-0000288149","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:915401-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Psydrax parviflorus","tree","broadleaved","evergreen","C3","tropical",NA,5,"BET-Tr","Psydrax parviflora","Accepted",FALSE,"(Afzel.) Bridson","Psydrax","species","Rubiaceae","wfo-0000288194","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:915418-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Ptaeroxylon obliquum","shrub/tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Ptaeroxylon obliquum","Accepted",FALSE,"(Thunb.) Radlk.","Ptaeroxylon","species","Rutaceae","wfo-0000471663","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:784511-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pterocarpus angolensis","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Pterocarpus angolensis","Accepted",FALSE,"DC.","Pterocarpus","species","Fabaceae","wfo-0000172643","https://www.legumedata.org/taxonomy/taxon/2535630","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus erinaceus","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Pterocarpus erinaceus","Accepted",FALSE,"Poir.","Pterocarpus","species","Fabaceae","wfo-0000172693","https://www.legumedata.org/taxonomy/taxon/2535567","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus lucens","shrub/tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Pterocarpus lucens","Accepted",FALSE,"Lepr. ex Guill. & Perr.","Pterocarpus","species","Fabaceae","wfo-0000172748","https://www.legumedata.org/taxonomy/taxon/2535357","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus lucens subsp. antunesii","shrub","broadleaved","deciduous","C3",NA,NA,4,"DSH","Pterocarpus antunesii","Accepted",TRUE,"(Taub.) Rojo","Pterocarpus","subspecies","Fabaceae","wfo-0001058723","https://www.legumedata.org/taxonomy/taxon/2535356","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus rotundifolius","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Pterocarpus rotundifolius","Accepted",FALSE,"(Sond.) Druce","Pterocarpus","species","Fabaceae","wfo-0000172802","https://www.legumedata.org/taxonomy/taxon/2535343","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus santalinoides","tree","broadleaved","evergreen","C3","tropical",2,5,"BET-Tr","Pterocarpus santalinoides","Accepted",FALSE,"L'H<e9>r. ex DC.","Pterocarpus","species","Fabaceae","wfo-0000172847","https://www.legumedata.org/taxonomy/taxon/2535324","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus soyauxii","tree","broadleaved","evergreen","C3","tropical",2,5,"BET-Tr","Pterocarpus soyauxii","Accepted",FALSE,"Taub.","Pterocarpus","species","Fabaceae","wfo-0000172858","https://www.legumedata.org/taxonomy/taxon/2535446","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocarpus tessmannii","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Pterocarpus tessmannii","Accepted",FALSE,"Harms","Pterocarpus","species","Fabaceae","wfo-0000172866","https://www.legumedata.org/taxonomy/taxon/2535438","The Fabaceae TEN - Legume Taxonomy Working Group"
"Pterocelastrus rostratus","tree","broadleaved","evergreen",NA,"temperate",NA,4,"BET-Te","Pterocelastrus rostratus","Accepted",FALSE,"(Thunb.) Walp.","Pterocelastrus","species","Celastraceae","wfo-0001292632","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162442-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pterocelastrus tricuspidatus","shrub/tree","broadleaved","evergreen",NA,"temperate",3,4,"BET-Te","Pterocelastrus tricuspidatus","Accepted",FALSE,"(Lam.) Walp.","Pterocelastrus","species","Celastraceae","wfo-0001292633","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162445-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pterophylla bojeriana","shrub/tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Weinmannia bojeriana","Accepted",TRUE,"(Tul.) J.Bradford & Z.S.Rogers","Pterophylla","species","Cunoniaceae","wfo-1000028593","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77234662-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pterophylla rutenbergii","tree","broadleaved","evergreen","C3","tropical",NA,5,"BET-Tr","Weinmannia rutenbergii","Accepted",TRUE,"(Engl.) J.Bradford & Z.S.Rogers","Pterophylla","species","Cunoniaceae","wfo-1000028641","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77234627-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pterygota bequaertii","tree","broadleaved","deciduous",NA,NA,1,3,"BDT","Pterygota bequaertii","Accepted",FALSE,"De Wild.","Pterygota","species","Malvaceae","wfo-0000475850",NA,"The Malvaceae TEN"
"Pterygota macrocarpa","tree","broadleaved","deciduous",NA,NA,1,3,"BDT","Pterygota macrocarpa","Accepted",FALSE,"K.Schum.","Pterygota","species","Malvaceae","wfo-0000475800",NA,"The Malvaceae TEN"
"Ptychopetalum petiolatum","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Ptychopetalum petiolatum","Accepted",FALSE,"Oliv.","Ptychopetalum","species","Olacaceae","wfo-0001087323","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:608274-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pycnanthus angolensis","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Pycnanthus angolensis","Accepted",FALSE,"(Welw.) Warb.","Pycnanthus","species","Myristicaceae","wfo-0000476435","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:586520-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pycnanthus marchalianus","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Pycnanthus marchalianus","Accepted",FALSE,"Ghesq.","Pycnanthus","species","Myristicaceae","wfo-0000476374","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:586524-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pyrostria bibracteata","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Pyrostria bibracteata","Accepted",FALSE,"(Baker) Cavaco","Pyrostria","species","Rubiaceae","wfo-0000289269","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:763900-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Pyrostria phyllanthoidea","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Pyrostria phyllanthoidea","Accepted",FALSE,"(Baill.) Bridson","Pyrostria","species","Rubiaceae","wfo-0000289296","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:944182-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Quercus afares","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Quercus afares","Accepted",FALSE,"Pomel","Quercus","species","Fagaceae","wfo-0000289432",NA,"The Fagaceae TEN"
"Quercus faginea","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Quercus faginea","Accepted",FALSE,"Lam.","Quercus","species","Fagaceae","wfo-0000290710",NA,"The Fagaceae TEN"
"Quercus ilex","tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Quercus ilex","Accepted",FALSE,"L.","Quercus","species","Fagaceae","wfo-0000291202",NA,"The Fagaceae TEN"
"Quercus suber","tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Quercus suber","Accepted",FALSE,"L.","Quercus","species","Fagaceae","wfo-0000293451",NA,"The Fagaceae TEN"
"Radlkofera calodendron","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Radlkofera calodendron","Accepted",FALSE,"Gilg","Radlkofera","species","Sapindaceae","wfo-0000733802",NA,"The Sapindaceae TEN"
"Rauvolfia vomitoria","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Rauvolfia vomitoria","Accepted",FALSE,"Wennberg","Rauvolfia","species","Apocynaceae","wfo-0000295213",NA,"The Apocynaceae TEN"
"Rawsonia lucida","shrub/tree","broadleaved","evergreen",NA,"tropical",3,4,"BET-Tr","Rawsonia lucida","Accepted",FALSE,"Harv. & Sond.","Rawsonia","species","Achariaceae","wfo-0000899604","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112018-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Razafimandimbisonia humblotii","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Razafimandimbisonia humblotii","Accepted",FALSE,"(Drake) Kainul. & B.Bremer","Razafimandimbisonia","species","Rubiaceae","wfo-0000914369","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77101370-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rhamnus prinoides","shrub/tree","broadleaved","evergreen","C3","temperate",3,5,"BET-Te","Rhamnus prinoides","Accepted",FALSE,"L'H<e9>r.","Rhamnus","species","Rhamnaceae","wfo-0000460040",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rhaphiostylis beninensis","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Rhaphiostylis beninensis","Accepted",FALSE,"(Hook.f. ex Planch.) Planch. ex Benth.","Rhaphiostylis","species","Metteniusaceae","wfo-0000404543","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:608294-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rhigozum zambesiacum","shrub/tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Rhigozum zambesiacum","Accepted",FALSE,"Baker","Rhigozum","species","Bignoniaceae","wfo-0000779504","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:110549-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rhodognaphalon mossambicense","tree","broadleaved","deciduous","C3",NA,NA,4,"BDT","Bombax rhodognaphalon","Accepted",TRUE,"(A.Robyns) A.Robyns","Rhodognaphalon","species","Malvaceae","wfo-0000402220","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112607-1","The Malvaceae TEN"
"Rhodopentas bussei","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Rhodopentas bussei","Accepted",FALSE,"(K.Krause) K<e5>rehed & B.Bremer","Rhodopentas","species","Rubiaceae","wfo-0000836656","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77086243-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rhoicissus tomentosus","shrub","broadleaved","evergreen","C3",NA,NA,4,"ESH","Rhoicissus tomentosa","Accepted",FALSE,"(Lam.) Wild & R.B.Drumm.","Rhoicissus","species","Vitaceae","wfo-0001145366","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:870536-1","The Vitaceae TEN"
"Rhoicissus tridentata","shrub","broadleaved","deciduous",NA,NA,2,3,"DSH","Rhoicissus tridentata","Accepted",FALSE,"(L.f.) Wild & R.B.Drumm.","Rhoicissus","species","Vitaceae","wfo-0000464567","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:870537-1","The Vitaceae TEN"
"Ricinodendron heudelotii","tree","broadleaved","deciduous","C3",NA,3,4,"BDT","Ricinodendron heudelotii","Accepted",FALSE,"(Baill.) Pierre ex Heckel","Ricinodendron","species","Euphorbiaceae","wfo-0000297055","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1016790-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rinorea angustifolia","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Rinorea angustifolia","Accepted",FALSE,"(Thouars) Baill.","Rinorea","species","Violaceae","wfo-0000464488",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rinorea angustifolia subsp. engleriana","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Rinorea angustifolia subsp. engleriana","Accepted",FALSE,"(De Wild. & T.Durand) Grey-Wilson","Rinorea","subspecies","Violaceae","wfo-0000464498",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rinorea ilicifolia","shrub/tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Rinorea ilicifolia","Accepted",FALSE,"Kuntze","Rinorea","species","Violaceae","wfo-0000464352",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rinorea oblongifolia","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Rinorea oblongifolia","Accepted",FALSE,"(C.H.Wright) C.Marquand ex Chipp","Rinorea","species","Violaceae","wfo-0000464663",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rinorea welwitschii","shrub/tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Rinorea welwitschii","Accepted",FALSE,"Kuntze","Rinorea","species","Violaceae","wfo-0000464518",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Ritchiea capparoides","shrub","broadleaved","deciduous","C3",NA,2,4,"DSH","Ritchiea capparoides","Accepted",FALSE,"(Andrews) Britten","Ritchiea","species","Capparaceae","wfo-0000399060","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:147994-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Robsonodendron eucleiforme","tree","broadleaved","evergreen",NA,"temperate",NA,4,"BET-Te","Robsonodendron eucleiforme","Accepted",FALSE,"(Eckl. & Zeyh.) R.H.Archer","Robsonodendron","species","Celastraceae","wfo-0000399166","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:996831-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rothmannia engleriana","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Rothmannia engleriana","Accepted",FALSE,"(K.Schum.) Keay","Rothmannia","species","Rubiaceae","wfo-0000298224","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:765120-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rothmannia fischeri subsp. fischeri","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Rothmannia fischeri subsp. fischeri","Accepted",FALSE,NA,"Rothmannia","subspecies","Rubiaceae","wfo-0000298229","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171811-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rothmannia globosa","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Rothmannia globosa","Accepted",FALSE,"(Hochst.) Keay","Rothmannia","species","Rubiaceae","wfo-0000298233","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:765125-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rothmannia manganjae","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Rothmannia manganjae","Accepted",FALSE,"(Hiern) Keay","Rothmannia","species","Rubiaceae","wfo-0000298257","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:765146-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rourea coccinea","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Rourea coccinea","Accepted",FALSE,"(Schumach. & Thonn.) Benth.","Rourea","species","Connaraceae","wfo-0000398858","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:264741-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rourea thomsonii","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Rourea thomsonii","Accepted",FALSE,"(Baker) Jongkind","Rourea","species","Connaraceae","wfo-0000398956","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:947203-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rubus apetalus","shrub","broadleaved","deciduous","C3",NA,3,4,"DSH","Rubus apetalus","Accepted",FALSE,"Poir.","Rubus","species","Rosaceae","wfo-0001016849","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:735129-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rubus rosifolius","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Rubus rosifolius","Accepted",FALSE,"Sm.","Rubus","species","Rosaceae","wfo-0001007197","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:739800-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rubus steudneri","shrub","broadleaved","deciduous",NA,NA,0,3,"DSH","Rubus steudneri","Accepted",FALSE,"Schweinf.","Rubus","species","Rosaceae","wfo-0000999440","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:740531-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Ruellia prostrata","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Ruellia prostrata","Accepted",FALSE,"Poir.","Ruellia","species","Acanthaceae","wfo-0000400882","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54453-1","The Acanthaceae TEN"
"Ruschia karrooica","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Ruschia karrooica","Accepted",FALSE,"(L.Bolus) L.Bolus","Ruschia","species","Aizoaceae","wfo-0001294012","https://caryophyllales.org/?q=cdm_dataportal/name/090fe6b2-d40c-40d3-b9c2-7119210e4f82","The Caryophyllales TEN -The Caryophyllales Network"
"Ruschia putterillii","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Ruschia putterillii","Accepted",FALSE,"(L.Bolus) L.Bolus","Ruschia","species","Aizoaceae","wfo-0001294121","https://caryophyllales.org/?q=cdm_dataportal/name/3491de5d-3e98-4dd4-b678-1c6ca88f8c2a","The Caryophyllales TEN -The Caryophyllales Network"
"Ruschia robusta","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Ruschia robusta","Accepted",FALSE,"L.Bolus","Ruschia","species","Aizoaceae","wfo-0001294129","https://caryophyllales.org/?q=cdm_dataportal/name/65ba4a98-bc56-49f5-ada4-0a671e3edc21","The Caryophyllales TEN -The Caryophyllales Network"
"Rytigynia kigeziensis","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Rytigynia kigeziensis","Accepted",FALSE,"Verdc.","Rytigynia","species","Rubiaceae","wfo-0000299166","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:906983-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Rytigynia uhligii","shrub/tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Rytigynia uhligii","Accepted",FALSE,"(K.Schum. & K.Krause) Verdc.","Rytigynia","species","Rubiaceae","wfo-0000299240","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:943816-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Saba comorensis","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Saba comorensis","Accepted",FALSE,"(Bojer) Pichon","Saba","species","Apocynaceae","wfo-0000299250",NA,"The Apocynaceae TEN"
"Saba senegalensis","tree","broadleaved","evergreen",NA,"tropical",2,4,"BET-Tr","Saba senegalensis","Accepted",FALSE,"(A.DC.) Pichon","Saba","species","Apocynaceae","wfo-0000299252",NA,"The Apocynaceae TEN"
"Saccharum spontaneum","graminoid","broadleaved","evergreen","C4",NA,4,4,"C4","Saccharum spontaneum","Accepted",FALSE,"L.","Saccharum","species","Poaceae","wfo-0000896738","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:420031-1","The Poaceae TEN"
"Sageretia thea","shrub","broadleaved","evergreen",NA,NA,0,3,"ESH","Sageretia thea","Accepted",FALSE,"(Osbeck) M.C.Johnst.","Sageretia","species","Rhamnaceae","wfo-0001131300",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salacia chlorantha","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Salacia chlorantha","Accepted",FALSE,"Oliv.","Salacia","species","Celastraceae","wfo-0000436569","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162553-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salacia congolensis","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Salacia congolensis","Accepted",FALSE,"De Wild. & T.Durand","Salacia","species","Celastraceae","wfo-0000436601","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162557-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salacia elegans","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Salacia elegans","Accepted",FALSE,"Welw. ex Oliv.","Salacia","species","Celastraceae","wfo-0000436729","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162580-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salacia erecta","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Salacia erecta","Accepted",FALSE,"(G.Don) Walp.","Salacia","species","Celastraceae","wfo-0000436722","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162583-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salacia leptoclada","shrub/tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Salacia leptoclada","Accepted",FALSE,"Tul.","Salacia","species","Celastraceae","wfo-0001065381","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162623-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salacia madagascariensis","shrub","broadleaved","evergreen",NA,NA,2,3,"ESH","Salacia madagascariensis","Accepted",FALSE,"(Lam.) DC.","Salacia","species","Celastraceae","wfo-0001065374","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:162635-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salicornia pallasii","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Salicornia pillansii","Unchecked",FALSE,"C.A.Mey. ex Hohen.","Salicornia","species","Amaranthaceae","wfo-0000435623",NA,"The Caryophyllales TEN -The Caryophyllales Network"
"Salsola dendroides","shrub","broadleaved","deciduous","C4",NA,4,4,"DSH","Caroxylon dendroides","Accepted",TRUE,"Pall.","Salsola","species","Amaranthaceae","wfo-0000436182",NA,"The Caryophyllales TEN -The Caryophyllales Network"
"Salsola verticillata","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Salsola verticillata","Accepted",FALSE,"Schousb.","Salsola","species","Amaranthaceae","wfo-0000437735",NA,"The Caryophyllales TEN -The Caryophyllales Network"
"Salvadora persica","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Salvadora persica","Accepted",FALSE,"L.","Salvadora","species","Salvadoraceae","wfo-0000492914","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:779348-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Salvia rosmarinus","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Salvia rosmarinus","Accepted",FALSE,"Spenn.","Salvia","species","Lamiaceae","wfo-0000302167","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:457138-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Scepocarpus hypselodendron","shrub","broadleaved","evergreen","C3",NA,NA,4,"ESH","Urera hypselodendron","Accepted",TRUE,"(Hochst. ex A.Rich.) T.Wells & A.K.Monro","Scepocarpus","species","Urticaceae","wfo-1000024663","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77234883-1","The Urticaceae TEN"
"Schinziophyton rautanenii","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Schinziophyton rautanenii","Accepted",FALSE,"(Schinz) Radcl.-Sm.","Schinziophyton","species","Euphorbiaceae","wfo-0000306547","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:947611-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Schismus barbatus","graminoid","broadleaved",NA,"C3",NA,3,3,"C3","Schismus barbatus","Accepted",FALSE,"(L.) Thell.","Schismus","species","Poaceae","wfo-0000898002","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60454203-2","The Poaceae TEN"
"Schmidtia kalahariensis","graminoid","broadleaved",NA,"C4",NA,2,3,"C4","Schmidtia kalahariensis","Accepted",FALSE,"Stent","Schmidtia","species","Poaceae","wfo-0000898372","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:421050-1","The Poaceae TEN"
"Schmidtia pappophoroides","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Schmidtia pappophoroides","Accepted",FALSE,"Steud. ex J.A.Schmidt","Schmidtia","species","Poaceae","wfo-0000898373","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:421051-1","The Poaceae TEN"
"Schotia afra","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Schotia afra","Accepted",FALSE,"Thunb.","Schotia","species","Fabaceae","wfo-0000170677","https://www.legumedata.org/taxonomy/taxon/2591679","The Fabaceae TEN - Legume Taxonomy Working Group"
"Schotia brachypetala","tree","broadleaved","evergreen","C3","tropical",2,5,"BET-Tr","Schotia brachypetala","Accepted",FALSE,"Sond.","Schotia","species","Fabaceae","wfo-0000170688","https://www.legumedata.org/taxonomy/taxon/2591716","The Fabaceae TEN - Legume Taxonomy Working Group"
"Schotia capitata","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Schotia capitata","Accepted",FALSE,"Bolle","Schotia","species","Fabaceae","wfo-0000170719","https://www.legumedata.org/taxonomy/taxon/2591708","The Fabaceae TEN - Legume Taxonomy Working Group"
