"scientificName","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","ClimateZone","param_count_before","param_count_after","PFT","AccSpeciesName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","taxonRank","family","taxonID","references","source"
"Schrebera trichoclada","shrub/tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Schrebera trichoclada","Accepted",FALSE,"Welw.","Schrebera","species","Oleaceae","wfo-0000818611","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:611073-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Scleria hirtella","graminoid","needleleaved","evergreen","C3",NA,NA,4,"C3","Scleria hirtella","Accepted",FALSE,"Sw.","Scleria","species","Cyperaceae","wfo-0000550542","https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1681708","The Cyperaceae TEN"
"Sclerocarya birrea","tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Sclerocarya birrea","Accepted",FALSE,"(A.Rich.) Hochst.","Sclerocarya","species","Anacardiaceae","wfo-0000434908","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71162-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Sclerocroton integerrimus","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Sclerocroton integerrimus","Accepted",FALSE,"Hochst.","Sclerocroton","species","Euphorbiaceae","wfo-0000307437","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:356149-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Scolopia mundii","tree","broadleaved","evergreen","C3","temperate",4,5,"BET-Te","Scolopia mundii","Accepted",FALSE,"(Nees) Warb.","Scolopia","species","Salicaceae","wfo-0001062871","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112078-1","The Salicaceae & Lacistemataceae TEN"
"Scolopia oreophila","tree","broadleaved","evergreen",NA,"temperate",NA,4,"BET-Te","Scolopia oreophila","Accepted",FALSE,"(Sleumer) Killick","Scolopia","species","Salicaceae","wfo-0001062872",NA,"The Salicaceae & Lacistemataceae TEN"
"Scolopia zeyheri","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Scolopia zeyheri","Accepted",FALSE,"(Nees) Szyszyl.","Scolopia","species","Salicaceae","wfo-0000913951","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112092-1","The Salicaceae & Lacistemataceae TEN"
"Scorodophloeus zenkeri","tree","broadleaved","evergreen","C3","tropical",2,5,"BET-Tr","Scorodophloeus zenkeri","Accepted",FALSE,"Harms","Scorodophloeus","species","Fabaceae","wfo-0000170783","https://www.legumedata.org/taxonomy/taxon/2591799","The Fabaceae TEN - Legume Taxonomy Working Group"
"Scottellia klaineana","tree","broadleaved","evergreen",NA,"tropical",1,4,"BET-Tr","Scottellia kamerunensis","Accepted",TRUE,"Pierre","Scottellia","species","Achariaceae","wfo-0000913935","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112094-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Scutia myrtina","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Scutia myrtina","Accepted",FALSE,"Kurz","Scutia","species","Rhamnaceae","wfo-0000504062",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Scyphocephalium mannii","tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Scyphocephalium mannii","Accepted",FALSE,"(Benth.) Warb.","Scyphocephalium","species","Myristicaceae","wfo-0001085211","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:586537-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia chirindensis","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Searsia chirindensis","Accepted",FALSE,"(Baker f.) Moffett","Searsia","species","Anacardiaceae","wfo-0000510224","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088408-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia dentata","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Searsia dentata","Accepted",FALSE,"(Thunb.) F.A.Barkley","Searsia","species","Anacardiaceae","wfo-0000434895","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71172-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia glauca","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Searsia glauca","Accepted",FALSE,"(Thunb.) Moffett","Searsia","species","Anacardiaceae","wfo-0000510243","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088424-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia laevigata","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Searsia laevigata","Accepted",FALSE,"(L.) F.A.Barkley","Searsia","species","Anacardiaceae","wfo-0000434903","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71176-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia leptodictya","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Searsia leptodictya","Accepted",FALSE,"(Diels) T.S.Yi, A.J.Mill. & J.Wen","Searsia","species","Anacardiaceae","wfo-0000434886","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77063303-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia natalensis","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Searsia natalensis","Accepted",FALSE,"(Bernh. ex Krauss) F.A.Barkley","Searsia","species","Anacardiaceae","wfo-0000434889","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71180-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia pentheri","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Searsia pentheri","Accepted",FALSE,"(Zahlbr.) Moffett","Searsia","species","Anacardiaceae","wfo-0000510279","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088481-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia pterota","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Searsia pterota","Accepted",FALSE,"(C.Presl) Moffett","Searsia","species","Anacardiaceae","wfo-0000510284","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088485-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia pyroides","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Searsia pyroides","Accepted",FALSE,"(Burch.) Moffett","Searsia","species","Anacardiaceae","wfo-0000510287","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088533-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia tenuinervis","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Searsia tenuinervis","Accepted",FALSE,"(Engl.) Moffett","Searsia","species","Anacardiaceae","wfo-0000510303","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77088504-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Searsia tomentosa","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Searsia tomentosa","Accepted",FALSE,"(L.) F.A.Barkley","Searsia","species","Anacardiaceae","wfo-0001038495","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:71189-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Securidaca longepedunculata","shrub/tree","broadleaved","deciduous","C3",NA,4,4,"BDT","Securidaca longipedunculata","Accepted",FALSE,"Fresen.","Securidaca","species","Polygalaceae","wfo-0000503535",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Sehima nervosum","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Sehima nervosum","Accepted",FALSE,"(Rottler) Stapf","Sehima","species","Poaceae","wfo-0000898608","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:421211-1","The Poaceae TEN"
"Senecio maranguensis","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Senecio maranguensis","Accepted",FALSE,"O.Hoffm.","Senecio","species","Asteraceae","wfo-0000115613","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1095770","The Asteraceaae TEN"
"Senecio rhomboideus","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senecio rhomboideus","Accepted",FALSE,"Harv.","Senecio","species","Asteraceae","wfo-0000095005","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1094994","The Asteraceaae TEN"
"Senegalia adenocalyx","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia adenocalyx","Accepted",FALSE,"(Brenan & Exell) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336540","https://www.legumedata.org/taxonomy/taxon/2998831","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia afra","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia caffra","Accepted",FALSE,"(Thunb.) P.J.H.Hurter & Mabb.","Senegalia","species","Fabaceae","wfo-0001284768","https://www.legumedata.org/taxonomy/taxon/2608727","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia ataxacantha","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia ataxacantha","Accepted",FALSE,"(DC.) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336544","https://www.legumedata.org/taxonomy/taxon/2998828","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia brevispica","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia brevispica","Accepted",FALSE,"(Harms) Seigler & Ebinger","Senegalia","species","Fabaceae","wfo-0000745791","https://www.legumedata.org/taxonomy/taxon/2898821","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia burkei","tree","broadleaved","deciduous","C3",NA,NA,4,"BDT","Acacia burkei","Accepted",TRUE,"(Benth.) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336545","https://www.legumedata.org/taxonomy/taxon/2998837","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia dudgeonii","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia dudgeonii","Accepted",FALSE,"(Craib) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336554","https://www.legumedata.org/taxonomy/taxon/2998825","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia eriocarpa","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia eriocarpa","Accepted",FALSE,"Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336555","https://www.legumedata.org/taxonomy/taxon/2998835","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia erubescens","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia erubescens","Accepted",FALSE,"(Welw. ex Oliv.) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001425572","https://www.legumedata.org/taxonomy/taxon/2998833","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia fleckii","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia fleckii","Accepted",FALSE,"(Schinz) Boatwr.","Senegalia","species","Fabaceae","wfo-0001343845","https://www.legumedata.org/taxonomy/taxon/3003009","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia goetzei","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia goetzei","Accepted",FALSE,"(Harms) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336559","https://www.legumedata.org/taxonomy/taxon/2998817","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia gourmaensis","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia gourmaensis","Accepted",FALSE,"(A.Chev.) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336560","https://www.legumedata.org/taxonomy/taxon/2998819","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia laeta","shrub","broadleaved","evergreen",NA,NA,NA,3,"ESH","Senegalia laeta","Accepted",FALSE,"(R.Br. ex Benth.) Seigler & Ebinger","Senegalia","species","Fabaceae","wfo-0000744645","https://www.legumedata.org/taxonomy/taxon/2897311","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia macrostachya","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia macrostachya","Accepted",FALSE,"(Rchb. ex DC.) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336786","https://www.legumedata.org/taxonomy/taxon/2998285","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia mellifera","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia mellifera","Accepted",FALSE,"(Vahl) Seigler & Ebinger","Senegalia","species","Fabaceae","wfo-0000745787","https://www.legumedata.org/taxonomy/taxon/2898818","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia montigena","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia montigena","Accepted",FALSE,"(Brenan & Exell) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336789","https://www.legumedata.org/taxonomy/taxon/2998423","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia nigrescens","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia nigrescens","Accepted",FALSE,"(Oliv.) P.J.H.Hurter","Senegalia","species","Fabaceae","wfo-0001284771","https://www.legumedata.org/taxonomy/taxon/2608730","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia pentagona","shrub","broadleaved","deciduous",NA,NA,NA,3,"DSH","Senegalia pentagona","Accepted",FALSE,"(Schumach.) Kyal. & Boatwr.","Senegalia","species","Fabaceae","wfo-0001336799","https://www.legumedata.org/taxonomy/taxon/2998298","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia polyacantha","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia polyacantha","Accepted",FALSE,"(Willd.) Seigler & Ebinger","Senegalia","species","Fabaceae","wfo-0000744649","https://www.legumedata.org/taxonomy/taxon/2897316","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia polyacantha subsp. campylacantha","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Acacia polyacantha subsp. campylacantha","Accepted",TRUE,"(Hochst. ex A.Rich.) Kyal. & Boatwr.","Senegalia","subspecies","Fabaceae","wfo-0001362669","https://www.legumedata.org/taxonomy/taxon/2998295","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senegalia senegal","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Senegalia senegal","Accepted",FALSE,"(L.) Britton","Senegalia","species","Fabaceae","wfo-0001281302","https://www.legumedata.org/taxonomy/taxon/2590817","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senna italica","shrub","broadleaved","deciduous","C3",NA,2,4,"DSH","Senna italica","Accepted",FALSE,"Mill.","Senna","species","Fabaceae","wfo-0000164042","https://www.legumedata.org/taxonomy/taxon/2590620","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senna petersiana","shrub","broadleaved","deciduous","C3",NA,2,4,"DSH","Senna petersiana","Accepted",FALSE,"(Bolle) Lock","Senna","species","Fabaceae","wfo-0000184159","https://www.legumedata.org/taxonomy/taxon/2591104","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senna podocarpa","shrub","broadleaved","deciduous","C3",NA,2,4,"DSH","Senna podocarpa","Accepted",FALSE,"(Guill. & Perr.) Lock","Senna","species","Fabaceae","wfo-0000184160","https://www.legumedata.org/taxonomy/taxon/2591115","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senna siamea","tree","broadleaved","evergreen","C3","tropical",3,5,"BET-Tr","Senna siamea","Accepted",FALSE,"(Lam.) H.S.Irwin & Barneby","Senna","species","Fabaceae","wfo-0000164745","https://www.legumedata.org/taxonomy/taxon/2591085","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senna singueana","tree","broadleaved","deciduous","C3",NA,2,4,"BDT","Senna singueana","Accepted",FALSE,"(Delile) Lock","Senna","species","Fabaceae","wfo-0000184163","https://www.legumedata.org/taxonomy/taxon/2591087","The Fabaceae TEN - Legume Taxonomy Working Group"
"Senna spectabilis","tree","broadleaved","deciduous","C3",NA,2,4,"BDT","Senna spectabilis","Accepted",FALSE,"(DC.) H.S.Irwin & Barneby","Senna","species","Fabaceae","wfo-0000164878","https://www.legumedata.org/taxonomy/taxon/2491716","The Fabaceae TEN - Legume Taxonomy Working Group"
"Sericanthe leonardii","tree","broadleaved","evergreen",NA,"tropical",NA,4,"BET-Tr","Sericanthe leonardii","Accepted",FALSE,"(N.Hall<e9>) Robbr.","Sericanthe","species","Rubiaceae","wfo-0000309588","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:766308-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Sericostachys scandens","shrub","broadleaved","evergreen",NA,NA,1,3,"ESH","Sericostachys scandens","Accepted",FALSE,"Gilg & Lopr.","Sericostachys","species","Amaranthaceae","wfo-0000435058",NA,"The Caryophyllales TEN -The Caryophyllales Network"
"Seriphium plumosum","shrub","needleleaved","evergreen",NA,NA,NA,3,"ESH","Seriphium plumosum","Accepted",FALSE,"L.","Seriphium","species","Asteraceae","wfo-0000068197","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1088843","The Asteraceaae TEN"
"Serruria fasciflora","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Serruria fasciflora","Accepted",FALSE,"Knight","Serruria","species","Proteaceae","wfo-0001106612",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Serruria fucifolia","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Serruria fucifolia","Accepted",FALSE,"Knight","Serruria","species","Proteaceae","wfo-0001106620",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Serruria hirsuta","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Serruria hirsuta","Accepted",FALSE,"R.Br.","Serruria","species","Proteaceae","wfo-0001106625",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Serruria nervosa","shrub","broadleaved","evergreen","C3",NA,4,4,"ESH","Serruria nervosa","Accepted",FALSE,"Meisn.","Serruria","species","Proteaceae","wfo-0001106637",NA,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
"Sesbania sesban","shrub/tree","broadleaved","evergreen","C3","tropical",4,5,"BET-Tr","Sesbania sesban","Accepted",FALSE,"(L.) Merr.","Sesbania","species","Fabaceae","wfo-0000178461","https://www.legumedata.org/taxonomy/taxon/2590839","The Fabaceae TEN - Legume Taxonomy Working Group"
"Setaria parviflora","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Setaria parviflora","Accepted",FALSE,"(Poir.) Kergu<e9>len","Setaria","species","Poaceae","wfo-0000899442","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:943811-1","The Poaceae TEN"
"Setaria sphacelata","graminoid","broadleaved",NA,"C4",NA,3,3,"C4","Setaria sphacelata","Accepted",FALSE,"(Schumach.) Stapf & C.E.Hubb. ex Moss","Setaria","species","Poaceae","wfo-0000899566","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:421814-1","The Poaceae TEN"
"Shirakiopsis elliptica","tree","broadleaved","deciduous",NA,NA,NA,3,"BDT","Shirakiopsis elliptica","Accepted",FALSE,"(Hochst.) Esser","Shirakiopsis","species","Euphorbiaceae","wfo-0000309756","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1014108-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew."
